company_name,position_name,position_description,skills
PwC Deutschland,Kaufmännischer Sachbearbeiter IT-Systeme (w/m/d),"PwC DeutschlandPwC DeutschlandKaufmännischer Sachbearbeiter IT-Systeme (w/m/d)bundesweit, DuisburgHome-OfficeDatenanalyseDigitalisierungTopJetzt bewerbenJoin our Community of SolversFür unseren GeschäftsbereichAssurance Solutionssuchen wir dich zum nächstmöglichen Zeitpunkt als Kaufmännischer Sachbearbeiter IT-Systeme (w/m/d).Das erwartet dichDatenanalyse - Du bereitest betriebswirtschaftliche Daten unserer Kunden mit internationalen Tools auf und führst erste Analysen durch. Zusätzlich untersuchst du sicherheitsrelevante Systemeinstellungen und Berechtigungen und kontrollierst ausgewählte Geschäftsprozesse sowie IT-Systeme. Einblicke - Aufgrund der vielfältigen Aufgaben erweiterst du dein Mindset durch Einblicke in die IT, Prozesse und Geschäftsvorfälle von nationalen und internationalen Unternehmen aller Größen, Branchen und Rechtsformen. Innovation - Durch den Einsatz von digitalen Prüfmitteln und neuen Leistungspotenzialen ergeben sich für dich neue Möglichkeiten. Du gestaltest aktiv die digitale Transformation der Wirtschaftsprüfung und nutzt dabei innovative Technologien.Das bringst du mitDeine Ausbildung zum IT-Systemkaufmann (w/m/d), Fachinformatiker (w/m/d), Informatikkaufmann (w/m/d) oder eine andere Ausbildung mit IT Bezug hast du mit einem sehr guten Ergebnis abgeschlossen oder wirst diese in Kürze abschließen. Alternativ hast du in einem Studium der (Wirtschafts-) Informatik einen guten Abschluss erworben oder einige Semester studiert (ohne Abschluss).Du verfügst über erste Erfahrungen in der IT oder im IT-Prozess Bereich, die du durch Praktika oder nach deiner Berufsausbildung sammeln konntest.Du siehst in den Herausforderungen der Digitalisierung und Automatisierung auch persönliche Entwicklungschancen und probierst gerne neue Tools aus.Sehr gute Deutschkenntnisse und gute Englischkenntnisse in Wort und Schrift runden dein Profil ab.Du bringst die Bereitschaft zu gelegentlichen Dienstreisen mit.Du bist motiviert, deine analytischen Fähigkeiten auszubauen und handelst proaktiv und eigenverantwortlich in deiner Tätigkeit.Deine BenefitsFlexibilität – In Abstimmung mit deinem Team erwartet dich ein Mix aus gemeinsamen Bürotagen und Home Office. Dabei gibt es keine Kernarbeitszeiten – im Rahmen der betrieblichen Anforderungen und arbeitsrechtlichen Vorgaben kannst du deine Arbeitszeit flexibel gestalten. Zusätzlich hast du die Möglichkeit, temporär in über 40 Ländern zu arbeiten. Weiterbildung – Durch unsere interne Academy, internationale Erfahr",Datenanalyse;Digitalisierung;Site Reliability Engineering
glueckkanja,Cyber Security Analyst (m/w/d),"Was du bei uns bewegen kannst:: Du kümmerst dich um ausgewählte Kunden und arbeitest täglich mit deren Security-Abteilungen zusammen, besprichst aktuelle Incidents und machst Vorschläge zur Verbesserung von Detections auf der Grundlage von KQL und bleibst technologisch an vorderster Front Du bist für die Sicherheit deiner Kunden verantwortlich und hast daher immer ein Ohr am Puls der InfoSec-Community. Es gibt eine neue Bedrohung? Du gehörst zu den Ersten, die wissen, wie der Exploit funktioniert, wie man ihn stoppt und wie man ihn entdeckt",ActiveDirectory;Cloud Computing;Microsoft Azure;Security Analyst
Sycor,Consultant Microsoft Dynamics 365 (m/w/d),"Dein zukünftiger Aufgabenbereich: Für dich stehen die Beratung des Kunden und die Abbildung seiner Anforderung in der ERP Softwarelösung Dynamics AX bzw. D365 im Vordergrund. Du kannst dein breites Wissen bei der Sycor in nationalen und internationalen Projekten anwenden und gemeinsam im Team zum Erfolg führen. Du hast schon Branchenkenntnisse aus der produzierenden Industrie oder aus dem Handel gesammelt und möchtest diese gerne zusammen mit uns, in spannenden Projekten weiter vertiefen. Du hast Erfahrungen als Key-User für die ERP Softwarelösung Dynamics AX bzw. D365 und möchtest in der Beratung durchstarten. | Dein Profil: Voraussetzung ist, dass du dich im Microsoft Dynamics AX / Dynamics 365 Umfeld bereits gut bis sehr gut auskennst uns schon mehrjährige Berufserfahrung in dem Umfeld sammeln konntest. Ebenso liegt dir ein Schwerpunkt wie z. B. Finance, SCM (Supply Chain Management), Manufacturing, Warehouse oder CE Applikation und du hast Interesse deine Kenntnisse stetig zu erweitern? Zusammen gehen wir auf deine Bedürfnisse ein: egal ob du viel Reisen und die Kunden direkt vor Ort beraten möchtest oder lieber unsere Bestandskunden aus dem Homeoffice oder dem Büro remote betreuen magst. Gemeinsam finden wir deinen Platz in unserem Implementierungs- oder auch Bestandskundenteam! Und das Wichtigste: Du hast Lust deinen nächsten Karriereschritt zu wagen und dein gesammeltes Wissen deiner letzten beruflichen Stationen vollumfänglich anzuwenden? Dann bist du bei uns genau richtig. Zusammen finden wir eine passgenaue Rolle für dich.",Consultant;Consulting;ERP;MS Dynamics for Finance and Operations / AX;Dynamics 365
Consileon,Associate Consultant (w/m/d),"Deine Aufgaben: Arbeit im Projektteam bei Kunden in ganz Deutschland und aus dem Homeoffice Ganzheitliche Beratung von der Strategie bis zur betrieblichen und technischen Umsetzung Mitarbeit an der Kommerzialisierung neuer Konsum-, Technik- oder Lifestyletrends Entwicklung einschlägiger IT-Lösungen Mitwirkung bei der Erstellung von Angeboten, Projektakquise- und Ergebnisvorträgen | Dein Profil: Abgeschlossenes Studium mit sehr gutem Erfolg IT-Affinität Neugier auf betriebswirtschaftliche, digitale und gesetzliche Neuerungen Analysestärke, Kreativität und Pragmatismus Kommunikationsgeschick und Teamgeist Verhandlungssichere Deutsch- und sehr gute Englischkenntnisse Reisebereitschaft (projektabhängig)",Consultant;Consulting
Reply Deutschland SE,Junior Cloud Strategy & Cost Consultant (m/w/d),"Aufgaben: Mitarbeit in Projekten rund um Cloud-Kosten und Cloud-Nutzung, um Ausgaben transparenter zu machen und Optimierungspotenziale zu entdecken (FinOps) Du analysierst Cloud-Umgebungen unserer Kunden und identifizierst Optimierungen über IaaS-, PaaS- und SaaS-Services hinweg Zusammenarbeit mit DevOps, IT-Controlling und Product Ownern, um Kostenmaßnahmen umzusetzen und Prozesse effizienter zu gestalten Unterstützung beim Aufbau und der Automatisierung von Cloud-Kostenprozessen, Reporting und Optimierung Du erstellst Analysen, Dashboards und FinOps-Blueprints und teilst dein Wissen aktiv mit dem Team Mitarbeit bei Schulungen, Präsentationen auf Konferenzen und Blogposts Du arbeitest mit an neuen Themen wie FinOps für Nachhaltigkeit oder Technology Business Management | Qualifikationen: Abgeschlossenes Hochschulstudium in Wirtschaftsinformatik, Informatik, Mathematik, Data Science oder einem vergleichbaren Bereich Erste praktische Erfahrungen mit Datenanalyse- oder Visualisierungstools (z. B. PowerBI, Tableau, BigQuery) Grundkenntnisse in Cloud-Services wie AWS, Azure oder GCP; erste Zertifizierungen sind ein Plus, aber kein Muss Interesse an Zahlen, Daten und Kostenanalysen, Spaß daran, Erkenntnisse verständlich aufzubereiten Erste Erfahrungen mit Container-Architekturen oder Infrastructure as Code (IaC), zum Beispiel Terraform, sind super, müssen aber nicht perfekt sein – Lernbereitschaft zählt Teamfähigkeit, Kommunikationsstärke und Motivation, selbstständig neue Lösungen zu entwickeln Sehr gute Deutschkenntnisse und gute Englischkenntnisse",Cloud Computing;Consultant;Consulting;Microsoft Azure;BigQuery;Terraform;Tableau;DevOps
WorkSimple,Service Consultant (m/w/d) - Maschinenraum Crew,"Ihr Profil: Du solltest optimalerweise über folgende Skills verfügen: Arbeitsfähigkeit im Homeoffice Du kannst dich selbst organisieren Erfahrung im IT-Betrieb und mit ITSM-Prozessen Kenntnisse in den Bereichen Microsoft Azure, M365 und Windows Server Optional: Untermauert mit Zertifizierungen im Bereich Microsoft Fähigkeit zur strukturierten Dokumentation und Konzeptentwicklung Erfahrung mit Automatisierungstools (z. B. PowerShell, Bicep, etc.) Teamfähigkeit und Kommunikationsstärke Bereitschaft zur Wissensweitergabe und Schulungsdurchführung Entwicklungsperspektiven Übernahme der Verantwortung für das Betriebskonzept eines Services Mitgestaltung Betriebsmodelle neuer Services Vertiefung in Automatisierung und DevOps-Praktiken Weiterbildung und Zertifizierung im Bereich Microsoft Azure Administrator / Architect Security Analyst / Architect Modern Work Expert uvm.",Consultant;Consulting;Dokumentation;Microsoft Azure;Monitoring;PowerShell;Azure Active Directory;Windows Server;DevOps
SIRIUS Consulting & Training,(Senior) Consultant (m/w/d) Instandhaltung / Asset Management mit SAP EAM (PM/CS),"Aufgaben: Beratung, Planung und Durchführung von Projekten zur Neu- und Weiterentwicklung von Instandhaltungsprozessen in SAP EAM oder vgl. Applikationen Koordination & Kommunikation zwischen IT und operativer Instandhaltung Durchführung von Assessments für Instandhaltung- und Kundendienst-Prozessen sowie Identifikation von Optimierungspotenzial Beschreibung von Handlungsempfehlungen und Lösungskonzepten Implementierung und Customizing etablierter Methoden und neuer Prozesse Fachliche Unterstützung im Presales Aktive Beteiligung an der Weiterentwicklung von Beratungsleistungen Begleitung und Unterstützung von Junioren (Mentoring) und Sicherstellung einer top Kundenzufriedenheit | Qualifikation: Erfahrung in Steuerung von IT-Projekten im Bereich Instandhaltung mit SAP EAM / SAP PM / SAP CS Expertise im Bereich SAP EAM (optional SAP Asset Manager) und in marktüblichen Intelligent Asset Management-Lösungen (z.B. SAP MDG for EAM, SAP BNAC, SAP ASPM, SAP PdMS, SAP PEI, SAP AM, ...) Erfahrung in angrenzenden Modulen (bspw. SAP MM, SAP SD, SAP QM) Branchenkenntnisse in Pharmaceuticals, Industrial Production oder einem anderen Industriebereich Leidenschaft für Beratung sowie hohe Eigeninitiative und Selbstständigkeit exzellente Kommunikationsfähigkeit Deutschkenntnisse auf C1-Niveau oder Muttersprache gute Englischkenntnisse Reisebereitschaft innerhalb DE, AT, CH",Consultant;Consulting;Kommunikation
Wavestone,(Associate) SAP Consultant / Berater:in (all genders),"Deine Aufgaben: Bei uns übernimmst Du je nach Erfahrungslevel und Fokusthema unter anderem folgende Tätigkeiten: Beratung & Transformation: Du analysierst die Geschäftsprozesse unserer Kunden, identifizierst Optimierungspotenziale und begleitest die Einführung und Weiterentwicklung von SAP Lösungen. Fachliche Expertise: Du berätst und schulst unsere Kunden in den relevanten SAP-Bereichen. Innovation und Sales: Du bist am Puls der Zeit und beschäftigst Dich mit innovativen SAP-Themen. Deine Vision: Neben dem Aufbau Deiner Fachexpertise durch Deine Kolleg:innen, erlernst Du das Handwerkszeug der Beratung im Rahmen eines Trainingsprogramms. | Dein Profil: Unsere Erwartungen variieren je nach Einstiegslevel, doch alle neuen Kolleg:innen bringen folgende Grundlagen mit: Ein abgeschlossenes Studium im Bereich (Wirtschafts)-informatik / Betriebswirtschaft, Informatik, Wirtschaftsmathematik oder Wirtschaftswissenschaften. Erste Erfahrungen oder fundierte Expertise im SAP-Umfeld, mit Fokus auf den gesuchten Modulen SAP FI/CO, SAP BW/4HANA, SAP Planning, SAP MM, SAP SD, SAP PM, SAP EAM, SAP EWM, SAP CX, SAP CRM oder der SAP BTP Cloud / SAP Security Berührungspunkte mit der Implementierung, Optimierung und Integration von SAP S/4HANA Lösungen. Sehr gute Deutsch- und Englischkenntnisse sowie die Bereitschaft für gelegentliche Reisen.",Cloud Computing;Coaching;Consultant;Consulting;Microsoft Visio
profor software,"Consultant | ERP | Logistik, Transport und Spedition (m/w/d)","Was du mitbringen solltest: Expertise im Logistik-Umfeld: Du bringst fundierte Erfahrung in der Beratung oder Anwendung von Microsoft Dynamics 365 Business Central mit, idealerweise mit tiefgehenden Kenntnissen der Branchenlösung Boltrics (3PL Dynamics). Leidenschaft für Customer Success: Du verstehst dich als langfristiger Partner für unsere Bestandskunden und hast Freude daran, bestehende Prozesse in der Lagerlogistik und im Transportwesen stetig zu hinterfragen und proaktiv zu optimieren. Prozessverständnis & Problemlösung: Du besitzt die Fähigkeit, komplexe Anforderungen aus dem Logistik-Alltag schnell zu durchdringen, technische Problemstellungen sicher zu analysieren und pragmatische Lösungen innerhalb des ERP-Standards zu finden. Kommunikation & Beratungskompetenz: Du trittst sicher gegenüber mittelständischen Entscheidern auf und kannst technische Möglichkeiten verständlich erklären, wobei dir deine Hands-on-Mentalität und dein hohes Maß an Eigenverantwortung zugutekommen. Technik-Affinität: Du fühlst dich in modernen IT-Infrastrukturen (Azure, Power Platform) wohl und hast ein Grundverständnis für Schnittstellen und Integrationen, um den stabilen Betrieb unserer Kundenlösungen sicherzustellen.",Consultant;Consulting;DMS;ERP;Kommunikation;Logistik;Microsoft Azure;Power Platform;Dynamics 365
zeb,IT Architekt und Consultant für Datenmanagement (w|m|d),"Deine Aufgaben:: Als IT-Architekt:in entwickelst du Anwendungslandschaften nationaler und internationaler Finanzdienstleister weiter, untersuchst das Zusammenspiel der Komponenten und definierst hierbei Governance und Prozesse. Als Business Data Analyst bist du an der Schnittstelle zwischen IT und Business für die Datenmodellierung sowie die Weiterentwicklung des Datenmanagements zuständig. Du steuerst ein (Teil-)Projektteam, analysierst Kundenanforderungen, konzipierst IT-Systeme als Lösungs- und Umsetzungskonzepte und bereitest Ergebnisse strukturiert sowie managementorientiert auf. Im Deep Dive spezialisierst du dich rund um Themen wie IT-Architekturen, Bank-Prozesse, Steuerung, Finanzen, Risiko sowie Vertriebsthemen und -daten.",Consulting;Microsoft Azure;MS Power BI;Projektmanagement;Python;SQL
Capgemini,Werkstudent DevOps Engineering (w/m/d),"Dein Profil: Du bist als IT Student*in eingeschrieben und vor allem neugierig auf neue Technologien und Methoden. Du magst die Herausforderung, dich in neue komplexe Themen einzuarbeiten. Du hast bereits neben - und während dem Studium Erfahrung im Bereich DevOps sammeln können. Cloud-Technologien, Containerisierung, Automatisierung, CI/CD und Künstliche Intelligenz begeistern dich und du hast dich bereits mit bestehenden Technologien auseinander gesetzt. Deine analytische Denkweise lässt dich nie im Stich: acuh wnen die Bcuhsbetan mal nhict sotreirt snid. Ob beim selbstständigen Erstellen von Lösungsvorschlägen oder im lebhaften Austausch mit deinem Team – du bist in deinem Element. Du bringst sehr gute, fließende Deutschkenntnisse und fließende Englischkenntnisse mit. | Was du bei uns schätzen wirst: Wir legen großen Wert auf die Vereinbarkeit von Arbeit und Privatleben. Deshalb hast du bei uns die Möglichkeit, hybrid aus dem Office, von zu Hause oder an anderen Capgemini Standorten in Deutschland zu arbeiten. Gleichzeitig bietet Capgemini dir flexible Arbeitszeitmodelle. Wir übernehmen eine führende Rolle, wenn es darum geht, Technologie verantwortungsvoll für nachhaltigen Fortschritt einzusetzen. Unser Ziel ist es, Kunden dabei zu helfen, bis 2030 10 Millionen Tonnen CO2-Äquivalente einzusparen.",Artificial Intelligence (AI);DevOps;Digitalisierung
mgm technology partners,Absolvent der Informatik Java / Spring / TypeScript / React (m/w/d),"Was sind Deine Aufgaben?: Softwareentwicklung im Back- und Frontend, hauptsächlich mit Java, Spring, TypeScript und React Analyse und Konzeption der technischen Umsetzung von Anforderungen Fachgerechte Implementierung neuer Funktionen in komplexen Enterprise-Anwendungslandschaften Entwicklung von Unit-, Integrations- und Funktionstests",Cloud Computing;DevOps;Softwareentwicklung;TypeScript;Spring
Virtimo,AWS Cloud Engineer [m/w/d],"Deine Aufgaben.: Wir suchen ab sofort einen talentierten AWS Cloud Engineer [m/w/d], der eine Leidenschaft für innovative Cloud-Lösungen und Technologien mitbringt. Als AWS Cloud Engineer bist Du für den Ausbau, die Überwachung, Wartung und Sicherheit unserer Cloud-Services auf Basis der Amazon Web Services [AWS] Plattform mit verantwortlich. Verwaltung und Optimierung der AWS-basierten Cloud-Infrastruktur, darauf aufbauender Kubernetes-Cluster und weiterer Infrastruktur Weiterentwicklung und Betrieb der Umgebungen mithilfe von Terraform und Ansible Konfiguration und Wartung der Monitoringlösungen auf Basis des Prometheus/Grafana-Stacks und die Analyse von Systemleistung und-verfügbarkeit Implementierung und Wartung von effizienten CI/CD-Tools zur Automatisierung und Beschleunigung des Entwicklungs- und Bereitstellungsprozesses | Was du mitbringst.: Interesse und Motivation, zuverlässige und skalierbare Infrastruktur zu entwerfen und zu betreiben Ein abgeschlossenes Hochschulstudium der Informatik, Ingenieur- oder Naturwissenschaften oder einer vergleichbaren Fachrichtung. Alternativ eine Ausbildung als Fachinformatiker:in für Systemintegration oder Anwendungsentwicklung Praktische Erfahrungen in der Nutzung von AWS-Cloud-Services z. B. durch Projekte, Werkstudententätigkeiten, Praktika oder eine fundierte Ausbildung. Mehrjährige Berufserfahrung ist nicht erforderlich. Auch motivierte Berufseinsteiger:innen und Absolvent:innen sind ausdrücklich willkommen. Erste praktische Erfahrung mit Kubernetes und dem Betrieb von Applikationen auf Kubernetes-Basis Kenntnisse in der Verwendung von Terraform als Werkzeug für Infrastructure as Code Ausgezeichnete Problemlösungsfähigkeiten und die Fähigkeit, in einem teamorientierten Umfeld zu arbeiten",Anwendungsentwicklung;Cloud Computing;Git;Grafana;Kubernetes;Terraform;Ansible;Prometheus
